SchoolName,YearTerm,Religion,Level,Total
โรงเรียนธัญบุรี,2564/1,อิสลาม,M1,3
โรงเรียนธัญบุรี,2564/1,อิสลาม,M2,2
โรงเรียนธัญบุรี,2564/1,อิสลาม,M3,3
โรงเรียนธัญบุรี,2564/1,อิสลาม,M4,5
โรงเรียนธัญบุรี,2564/1,อิสลาม,M5,3
โรงเรียนธัญบุรี,2564/1,อิสลาม,M6,5
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P1,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P2,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P3,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P4,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P5,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,P6,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M1,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M2,1
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M3,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M4,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M5,0
โรงเรียนธัญบุรี,2564/1,อื่นๆ,M6,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P3,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,P6,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M3,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,คริสต์,M6,1
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P3,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,P6,0
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M1,379
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M2,324
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M3,352
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M4,310
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M5,277
โรงเรียนหนองเสือวิทยาคม,2564/1,พุทธ,M6,219
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P3,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,P6,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M1,10
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M2,4
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M3,3
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M4,8
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M5,6
โรงเรียนหนองเสือวิทยาคม,2564/1,อิสลาม,M6,8
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P3,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,P6,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M1,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M2,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M3,1
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M4,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M5,0
โรงเรียนหนองเสือวิทยาคม,2564/1,อื่นๆ,M6,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P2,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P3,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P4,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P5,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,P6,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M2,3
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M3,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M4,6
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M5,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,คริสต์,M6,3
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P2,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P3,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P4,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P5,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,P6,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M1,459
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M2,439
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M3,419
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M4,401
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M5,410
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,พุทธ,M6,337
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P2,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P3,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P4,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P5,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,P6,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M1,33
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M2,21
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M3,24
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M4,18
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M5,18
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,2564/1,อิสลาม,M6,17
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P2,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P3,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P4,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P5,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,P6,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M1,3
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M2,1
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M3,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M4,2
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M5,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,คริสต์,M6,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P2,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P3,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P4,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P5,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,P6,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M1,131
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M2,94
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M3,97
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M4,139
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M5,128
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,พุทธ,M6,92
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P2,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P3,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P4,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P5,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,P6,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M1,46
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M2,38
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M3,46
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M4,35
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M5,34
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,2564/1,อิสลาม,M6,28
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P2,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P3,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P4,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P5,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,P6,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M1,4
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M2,1
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M3,5
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M4,8
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M5,4
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,คริสต์,M6,7
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P2,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P3,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P4,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P5,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,P6,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M1,340
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M2,356
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M3,333
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M4,323
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M5,345
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,พุทธ,M6,359
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P2,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P3,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P4,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P5,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,P6,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M1,28
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M2,19
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M3,36
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M4,26
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M5,28
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,2564/1,อิสลาม,M6,25
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P2,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P3,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P4,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P5,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,P6,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M2,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M3,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M4,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M5,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,คริสต์,M6,1
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P2,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P3,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P4,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P5,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,P6,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M1,126
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M2,93
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M3,89
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M4,123
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M5,107
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,พุทธ,M6,83
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P2,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P3,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P4,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P5,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,P6,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M2,1
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M3,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M4,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M5,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,2564/1,อิสลาม,M6,1
